id,raw_text,source_platform,timestamp,lat,long,ward,category_raw,image_url,citizen_id_masked
CMP-7E20AC3C,Road积水 after rain — the drainage cannot handle the flow. Water stays for hours.,synthetic,2026-08-17T12:57:00,12.934072,77.619741,Koramangala 1st Block,road_flooding,,CIT-3419
CMP-AF198FEB,Water supply is irregular and low pressure in the mornings. We suspect the main distribution pipe has a leak affecting the whole block.,synthetic,2026-08-20T20:53:00,12.974603,77.748964,Whitefield Main Road,water_leakage,,CIT-8155
CMP-74DC60FD,Road near 5th Block Park school is full of potholes. School buses have to drive very slowly. Takes twice as long.,synthetic,2026-08-05T15:36:00,12.970467,77.750395,Whitefield Main Road,pothole,,CIT-4978
CMP-896ED91B,Streetlights on 1st Main Road road are not working for the past week. The road is pitch dark at night. Safety concern.,synthetic,2026-08-18T10:17:00,12.938579,77.62122,Koramangala 1st Block,streetlight,,CIT-5786
CMP-FA08A4FA,Third floor flats get almost no water. The pressure is inadequate for upper floors.,synthetic,2026-08-22T16:59:00,12.934343,77.625443,Koramangala 4th Block,low_pressure,,CIT-3144
CMP-9D3367C3,Water supply is irregular and low pressure in the mornings. We suspect the main distribution pipe has a leak affecting the whole block.,synthetic,2026-08-16T09:05:00,12.935188,77.62529,Koramangala 4th Block,water_leakage,,CIT-1711
CMP-B22116C0,The electric pole near 4th Block Main Road is tilted and the wires are touching the ground. Electrocution risk.,synthetic,2026-08-02T09:12:00,12.929242,77.59468,Jayanagar 4th T Block,electrical_hazard,,CIT-7861
CMP-34FC569D,Terrible stench from the Near Jyoti Nivas College area due to untreated sewage mixing with rainwater runoff.,synthetic,2026-08-12T08:34:00,12.986088,77.644968,Indiranagar,foul_smell,,CIT-7179
CMP-97E76071,The transformer near AK Colony keeps tripping. Power goes out at least 3 times a week.,synthetic,2026-08-18T17:19:00,12.92325,77.577269,Jayanagar 4th T Block,power_outage,,CIT-9147
CMP-055E6561,The municipal garbage collection van comes only twice a week. Waste piles up on the road causing health issues.,synthetic,2026-08-26T22:17:00,12.935275,77.612846,Koramangala 1st Block,garbage,,CIT-8055
CMP-E667A4B6,The transformer near ITPL Main Road keeps tripping. Power goes out at least 3 times a week.,synthetic,2026-08-13T16:11:00,12.931126,77.584892,Jayanagar 4th T Block,power_outage,,CIT-6804
CMP-AE1C5BE8,Street is completely flooded with water from a burst pipe near 4th Block Main Road. Children are walking through knee-deep water to school.,synthetic,2026-08-14T22:48:00,12.933124,77.625511,Koramangala 4th Block,water_leakage,,CIT-3504
CMP-B4B6C180,Large drain near 5th Block Park junction is completely blocked. Mosquitoes everywhere. Dengue risk is high.,synthetic,2026-08-18T11:42:00,12.977136,77.641329,Indiranagar,blocked_drain,,CIT-2530
CMP-E47B3A3C,Mosquito menace in AK Colony area has become severe. The stagnant water from the blocked drain is the cause.,synthetic,2026-08-05T08:30:00,12.94519,77.637239,Koramangala 4th Block,mosquito,,CIT-7512
CMP-0318F07A,Voltage fluctuations have damaged 3 appliances in our house this month. The power supply is very unstable.,synthetic,2026-08-05T08:11:00,12.974359,77.64569,Indiranagar,power_fluctuation,,CIT-9395
CMP-54BE29C9,Terrible stench from the 100 Feet Road area due to untreated sewage mixing with rainwater runoff.,synthetic,2026-08-16T19:41:00,12.940097,77.624791,Koramangala 4th Block,foul_smell,,CIT-1697
CMP-9157C52B,Third floor flats get almost no water. The pressure is inadequate for upper floors.,synthetic,2026-08-11T19:31:00,12.937239,77.623933,Koramangala 4th Block,low_pressure,,CIT-1035
CMP-098783BF,Our area's sewage system cannot handle the load during peak hours. Backflow into homes is common.,synthetic,2026-08-05T22:18:00,12.922381,77.571166,Jayanagar 4th T Block,sewage,,CIT-6253
CMP-25C9602C,"Open defecation near 1st Main Road is a daily problem. Despite having toilets, people use the open area. Very unhygienic.",synthetic,2026-08-16T22:09:00,12.965724,77.744252,Whitefield Main Road,open_defecation,,CIT-6626
CMP-BCB86F28,Large cracks developing on Marathahalli Bridge road. The foundation seems to be shifting.,synthetic,2026-08-06T19:17:00,12.977881,77.645264,Indiranagar,road_crack,,CIT-2260
CMP-E8DF463C,Low water pressure in NEED Cross Road area. We have complained multiple times but no action taken. The water barely reaches the 2nd floor.,synthetic,2026-08-10T11:50:00,12.935572,77.622814,Koramangala 4th Block,water_leakage,,CIT-9669
CMP-CBF83C8D,Terrible stench from the 1st Main Road area due to untreated sewage mixing with rainwater runoff.,synthetic,2026-08-19T13:46:00,12.981241,77.627253,Indiranagar,foul_smell,,CIT-9589
CMP-4F944D76,Dead dog on ITPL Main Road road for 3 days. Nobody has come to remove it. It's decomposing and attracting flies.,synthetic,2026-08-02T17:13:00,12.953307,77.760743,Whitefield Main Road,dead_animal,,CIT-6942
CMP-4B463A45,Road积水 after rain — the drainage cannot handle the flow. Water stays for hours.,synthetic,2026-08-19T18:45:00,12.976584,77.742017,Whitefield Main Road,road_flooding,,CIT-2887
CMP-8D43F364,Third floor flats get almost no water. The pressure is inadequate for upper floors.,synthetic,2026-08-03T08:39:00,12.983948,77.755284,Whitefield Main Road,low_pressure,,CIT-1672
CMP-4F26BD08,Mosquito menace in NEED Cross Road area has become severe. The stagnant water from the blocked drain is the cause.,synthetic,2026-08-15T08:09:00,12.988317,77.630293,Indiranagar,mosquito,,CIT-6992
CMP-A92FD189,Voltage fluctuations have damaged 3 appliances in our house this month. The power supply is very unstable.,synthetic,2026-08-14T07:25:00,12.951828,77.607751,Koramangala 1st Block,power_fluctuation,,CIT-7326
CMP-419BFB05,"The drain on BTM Layout Junction road is blocked with plastic waste. After every rain, the road floods.",synthetic,2026-08-02T20:43:00,12.960992,77.749265,Whitefield Main Road,blocked_drain,,CIT-5169
CMP-9A8ABA94,The stretch near Near Phoenix Mall has at least 15 potholes in 500 meters. It's like an obstacle course.,synthetic,2026-08-15T08:07:00,12.922748,77.631363,Koramangala 4th Block,pothole,,CIT-9443
CMP-3A49B4D4,Garbage has not been collected for 5 days in ITPL Main Road area. The bins are overflowing and it smells terrible.,synthetic,2026-08-04T21:45:00,12.94004,77.617594,Koramangala 4th Block,garbage,,CIT-6277
CMP-0B66EFDB,Minor water leak from the junction box on our street. Water dripping continuously for days.,synthetic,2026-08-19T17:27:00,12.935665,77.62522,Koramangala 4th Block,water_leakage,,CIT-1993
CMP-E2D8C8A6,The road from Near Phoenix Mall to the main junction is full of potholes. Worst condition I've seen in 20 years.,synthetic,2026-08-14T16:45:00,12.920299,77.582998,Jayanagar 4th T Block,pothole,,CIT-3252
CMP-09E94D17,Water from our tap is discolored and smells like chlorine. People in the area are falling sick.,synthetic,2026-08-21T17:03:00,12.923616,77.637257,Koramangala 4th Block,contaminated_water,,CIT-3001
CMP-3D158759,Large drain near 5th Block Park junction is completely blocked. Mosquitoes everywhere. Dengue risk is high.,synthetic,2026-08-13T16:42:00,12.975047,77.64236,Indiranagar,blocked_drain,,CIT-6344
CMP-BF1F3E66,Our area's sewage system cannot handle the load during peak hours. Backflow into homes is common.,synthetic,2026-08-15T11:57:00,12.981037,77.760908,Whitefield Main Road,sewage,,CIT-6236
CMP-58962EF6,Road积水 after rain — the drainage cannot handle the flow. Water stays for hours.,synthetic,2026-08-08T22:10:00,12.968187,77.739883,Whitefield Main Road,road_flooding,,CIT-3274
CMP-12D23791,The road near 4th Block Main Road is cracking and breaking apart. Likely due to heavy vehicle traffic.,synthetic,2026-08-23T14:35:00,12.969538,77.654699,Indiranagar,road_damage,,CIT-4954
CMP-8DD6B0B2,Medical waste found near HAL 2nd Stage park. Very dangerous for children playing in the area.,synthetic,2026-08-26T18:05:00,12.921886,77.592484,Jayanagar 4th T Block,waste,,CIT-4984
CMP-5A74ADB1,Dead dog on 100 Feet Road road for 3 days. Nobody has come to remove it. It's decomposing and attracting flies.,synthetic,2026-08-27T19:32:00,12.948552,77.606597,Koramangala 1st Block,dead_animal,,CIT-2562
CMP-83745A94,The sewage drain in our area overflows every evening. Very unhygienic. Complaints to the ward office ignored.,synthetic,2026-08-12T13:14:00,12.978602,77.639647,Indiranagar,blocked_drain,,CIT-2137
CMP-C5049EAA,Drain near Marathahalli Bridge is full of construction debris. Water cannot flow and the entire lane floods.,synthetic,2026-08-04T06:31:00,12.938588,77.613413,Koramangala 1st Block,blocked_drain,,CIT-7229
CMP-4A6CBBDF,"Open defecation near ITPL Main Road is a daily problem. Despite having toilets, people use the open area. Very unhygienic.",synthetic,2026-08-21T08:28:00,12.988974,77.759581,Whitefield Main Road,open_defecation,,CIT-3981
CMP-94139716,Open drains in our colony smell terrible and are overflowing. Health hazard for children.,synthetic,2026-08-20T16:58:00,12.97429,77.632754,Indiranagar,drainage,,CIT-2035
CMP-F58BCFBB,"Our street has had intermittent water supply for 2 weeks. When it comes, it's brown and contaminated. Major pipe damage suspected.",synthetic,2026-08-21T12:34:00,12.934695,77.624728,Koramangala 4th Block,water_leakage,,CIT-7669
CMP-01ED9E15,"Open defecation near 27th Main is a daily problem. Despite having toilets, people use the open area. Very unhygienic.",synthetic,2026-08-01T14:35:00,12.943842,77.614583,Koramangala 4th Block,open_defecation,,CIT-3497
CMP-5045B245,Large cracks developing on 80 Feet Road road. The foundation seems to be shifting.,synthetic,2026-08-30T15:44:00,12.976344,77.76027,Whitefield Main Road,road_crack,,CIT-4618
CMP-6C62CBD2,Sewage pipe has burst near NEED Cross Road. Raw sewage is flowing on the road. Extreme health hazard.,synthetic,2026-08-25T21:58:00,12.941884,77.619057,Koramangala 1st Block,sewage,,CIT-4921
CMP-34314EAB,The flyover ramp near 5th Block Park has developed dangerous potholes. Vehicles swerve suddenly to avoid them.,synthetic,2026-08-17T14:48:00,12.970212,77.751364,Whitefield Main Road,pothole,,CIT-9837
CMP-4F8D2360,The low-lying area near 4th Block Main Road always gets waterlogged during monsoon. Needs a permanent solution.,synthetic,2026-08-16T15:31:00,12.92838,77.620105,Koramangala 1st Block,waterlogging,,CIT-9281
CMP-728319E8,Heavy rain caused flooding on 5th Block Park road. Cars stalled in water.,synthetic,2026-08-04T17:51:00,12.93694,77.621418,Koramangala 4th Block,road_flooding,,CIT-6400
CMP-58C2BB26,Our apartment complex has had low water pressure for 3 weeks. The municipal supply barely trickles. We suspect a leak in the main line.,synthetic,2026-08-28T13:43:00,12.935215,77.627061,Koramangala 4th Block,water_leakage,,CIT-5386
CMP-7450ED7F,Community dustbin near 12th Cross market is overflowing. Stinking garbage spread all over the area.,synthetic,2026-08-24T10:21:00,12.932355,77.61861,Koramangala 4th Block,overflowing_bin,,CIT-6082
CMP-2975CEF1,Multiple cases of waterborne illness reported in 12th Cross ward. 12 people admitted to hospital last week.,synthetic,2026-08-17T15:54:00,12.981381,77.659991,Indiranagar,disease_outbreak,,CIT-5496
CMP-F877D4FB,Road near ITPL Main Road school is full of potholes. School buses have to drive very slowly. Takes twice as long.,synthetic,2026-08-15T20:39:00,12.968529,77.747918,Whitefield Main Road,pothole,,CIT-8777
CMP-57367F00,The electric pole near NS Palya Road is tilted and the wires are touching the ground. Electrocution risk.,synthetic,2026-08-20T07:50:00,12.972291,77.644743,Indiranagar,electrical_hazard,,CIT-6401
CMP-80C6FBD4,Multiple cases of waterborne illness reported in 4th Block Main Road ward. 12 people admitted to hospital last week.,synthetic,2026-08-16T20:39:00,12.976383,77.738222,Whitefield Main Road,disease_outbreak,,CIT-5193
CMP-89375958,Mosquito menace in 12th Cross area has become severe. The stagnant water from the blocked drain is the cause.,synthetic,2026-08-14T17:44:00,12.935824,77.627552,Koramangala 4th Block,mosquito,,CIT-8734
CMP-D2270384,"The drain on ITPL Main Road road is blocked with plastic waste. After every rain, the road floods.",synthetic,2026-08-06T11:46:00,12.918207,77.582343,Jayanagar 4th T Block,blocked_drain,,CIT-6968
CMP-D07F23E8,"The drain on 12th Cross road is blocked with plastic waste. After every rain, the road floods.",synthetic,2026-08-11T22:31:00,12.978544,77.642811,Indiranagar,blocked_drain,,CIT-5533
CMP-66CEF3E6,The low-lying area near 1st Main Road always gets waterlogged during monsoon. Needs a permanent solution.,synthetic,2026-08-02T16:50:00,12.963839,77.733763,Whitefield Main Road,waterlogging,,CIT-7141
CMP-9A42D167,Large cracks developing on BTM Layout Junction road. The foundation seems to be shifting.,synthetic,2026-08-12T10:05:00,12.935701,77.622477,Koramangala 4th Block,road_crack,,CIT-7807
CMP-5E552B03,"Open defecation near Near Jyoti Nivas College is a daily problem. Despite having toilets, people use the open area. Very unhygienic.",synthetic,2026-08-24T09:48:00,12.97045,77.633237,Indiranagar,open_defecation,,CIT-2330
CMP-73C6891F,Voltage fluctuations have damaged 3 appliances in our house this month. The power supply is very unstable.,synthetic,2026-08-06T08:28:00,12.944992,77.617499,Koramangala 4th Block,power_fluctuation,,CIT-7951
CMP-41F0E19E,Large cracks developing on 80 Feet Road road. The foundation seems to be shifting.,synthetic,2026-08-03T13:53:00,12.928371,77.616815,Koramangala 1st Block,road_crack,,CIT-3522
CMP-5F6859F2,Garbage has not been collected for 5 days in 4th Block Main Road area. The bins are overflowing and it smells terrible.,synthetic,2026-08-16T21:28:00,12.964221,77.747985,Whitefield Main Road,garbage,,CIT-4630
CMP-E2F9D9E9,Large cracks developing on 1st Main Road road. The foundation seems to be shifting.,synthetic,2026-08-03T13:34:00,12.967769,77.626933,Indiranagar,road_crack,,CIT-3880
CMP-AE7F63CD,The low-lying area near NS Palya Road always gets waterlogged during monsoon. Needs a permanent solution.,synthetic,2026-08-05T14:03:00,12.975668,77.73687,Whitefield Main Road,waterlogging,,CIT-2680
CMP-1649ED20,Dead dog on HAL 2nd Stage road for 3 days. Nobody has come to remove it. It's decomposing and attracting flies.,synthetic,2026-08-25T22:07:00,12.963828,77.752276,Whitefield Main Road,dead_animal,,CIT-5640
CMP-F1FE9F0C,The low-lying area near BTM Layout Junction always gets waterlogged during monsoon. Needs a permanent solution.,synthetic,2026-08-03T16:42:00,12.915243,77.583015,Jayanagar 4th T Block,waterlogging,,CIT-7981
CMP-65FE0856,Large cracks developing on Old Airport Road road. The foundation seems to be shifting.,synthetic,2026-08-25T19:23:00,12.92369,77.63192,Koramangala 4th Block,road_crack,,CIT-7154
CMP-FEF9806E,Mosquito menace in Near Phoenix Mall area has become severe. The stagnant water from the blocked drain is the cause.,synthetic,2026-08-17T22:34:00,12.927901,77.576029,Jayanagar 4th T Block,mosquito,,CIT-1272
CMP-6EC1CD11,Storm drain on 5th Block Park is completely blocked. Water accumulates on the road after any rain.,synthetic,2026-08-30T14:52:00,12.958695,77.746807,Whitefield Main Road,drainage,,CIT-3718
CMP-995A8152,Transformer near ITPL Main Road is making loud buzzing sounds and sparks. Could explode anytime.,synthetic,2026-08-20T21:40:00,12.978916,77.75323,Whitefield Main Road,transformer,,CIT-5375
CMP-443FD050,Blue water stains on the road near AK Colony indicate underground pipe leaks. The road has sunk about 6 inches in spots.,synthetic,2026-08-01T22:46:00,12.927132,77.622844,Koramangala 4th Block,water_leakage,,CIT-1280
CMP-F3FFB48B,The sewage drain in our area overflows every evening. Very unhygienic. Complaints to the ward office ignored.,synthetic,2026-08-03T09:49:00,12.977391,77.641444,Indiranagar,blocked_drain,,CIT-1822
CMP-7BF49526,Water pressure is very low during peak hours. Difficult to even fill a bucket.,synthetic,2026-08-11T09:49:00,12.915326,77.586947,Jayanagar 4th T Block,low_pressure,,CIT-9889
CMP-6489E142,Multiple cases of waterborne illness reported in 5th Block Park ward. 12 people admitted to hospital last week.,synthetic,2026-08-12T06:11:00,12.979806,77.622806,Indiranagar,disease_outbreak,,CIT-3324
CMP-57D20841,Potholes on 5th Block Park road have become so deep that cars bottom out. Buses are unable to use this route.,synthetic,2026-08-05T18:21:00,12.970204,77.75155,Whitefield Main Road,pothole,,CIT-7455
CMP-83C2AD35,Terrible stench from the Anepalya Junction area due to untreated sewage mixing with rainwater runoff.,synthetic,2026-08-10T21:15:00,12.958802,77.746761,Whitefield Main Road,foul_smell,,CIT-8430
CMP-DF6AB5A2,Road near 27th Main school is full of potholes. School buses have to drive very slowly. Takes twice as long.,synthetic,2026-08-01T17:15:00,12.920697,77.578491,Jayanagar 4th T Block,pothole,,CIT-2402
CMP-C058AA67,The drain near 4th Block Main Road park is filled to the brim. Any more rain and it will enter nearby homes.,synthetic,2026-08-23T21:07:00,12.929718,77.581229,Jayanagar 4th T Block,blocked_drain,,CIT-4920
CMP-2B71050A,Medical waste found near Marathahalli Bridge park. Very dangerous for children playing in the area.,synthetic,2026-08-20T07:56:00,12.970084,77.638666,Indiranagar,waste,,CIT-5102
CMP-00DFB95C,Large cracks developing on Old Airport Road road. The foundation seems to be shifting.,synthetic,2026-08-21T07:05:00,12.931749,77.605789,Koramangala 1st Block,road_crack,,CIT-8798
CMP-AE315EC5,Medical waste found near 12th Cross park. Very dangerous for children playing in the area.,synthetic,2026-08-04T19:14:00,12.93499,77.617132,Koramangala 4th Block,waste,,CIT-7499
CMP-6DD38E74,Heavy rain caused flooding on AK Colony road. Cars stalled in water.,synthetic,2026-08-13T16:41:00,12.961017,77.7456,Whitefield Main Road,road_flooding,,CIT-1424
CMP-2A77E7A3,The drainage canal near Near Jyoti Nivas College has not been cleaned in months. Overflowing with garbage and stagnant water.,synthetic,2026-08-25T16:58:00,12.973973,77.737891,Whitefield Main Road,drainage,,CIT-7781
CMP-672E9A77,"Open defecation near 27th Main is a daily problem. Despite having toilets, people use the open area. Very unhygienic.",synthetic,2026-08-29T22:12:00,12.946646,77.63424,Koramangala 4th Block,open_defecation,,CIT-6375
CMP-43F03A86,Multiple drains in the Indiranagar 100 Feet Road area are blocked. The entire stretch smells of sewage.,synthetic,2026-08-20T17:26:00,12.929269,77.621205,Koramangala 1st Block,blocked_drain,,CIT-9806
CMP-34599A08,Community dustbin near 5th Block Park market is overflowing. Stinking garbage spread all over the area.,synthetic,2026-08-28T13:21:00,12.936684,77.629879,Koramangala 4th Block,overflowing_bin,,CIT-3370
CMP-2661674F,Multiple cases of waterborne illness reported in Near Jayanagar Shopping Complex ward. 12 people admitted to hospital last week.,synthetic,2026-08-15T17:03:00,12.938474,77.629069,Koramangala 4th Block,disease_outbreak,,CIT-8993
CMP-78B539D1,Frequent power cuts in our area. Sometimes 4-5 hours without electricity. Very difficult for work from home.,synthetic,2026-08-05T19:33:00,12.928252,77.585622,Jayanagar 4th T Block,power_outage,,CIT-8344
CMP-731CF2B2,Multiple cases of waterborne illness reported in NEED Cross Road ward. 12 people admitted to hospital last week.,synthetic,2026-08-14T21:30:00,12.966548,77.762077,Whitefield Main Road,disease_outbreak,,CIT-3369
CMP-3D2DE5A9,Large cracks developing on BTM Layout Junction road. The foundation seems to be shifting.,synthetic,2026-08-17T13:26:00,12.954617,77.603644,Koramangala 1st Block,road_crack,,CIT-3869
CMP-8CEEA7EB,Drainage water from NEED Cross Road is mixing with the drinking water pipeline area. Contamination risk.,synthetic,2026-08-01T14:24:00,12.919439,77.622647,Koramangala 1st Block,blocked_drain,,CIT-5374
CMP-50C0BA21,Voltage fluctuations have damaged 3 appliances in our house this month. The power supply is very unstable.,synthetic,2026-08-13T21:06:00,12.981406,77.636395,Indiranagar,power_fluctuation,,CIT-6881
CMP-EB661DCC,"The drain on Near Jyoti Nivas College road is blocked with plastic waste. After every rain, the road floods.",synthetic,2026-08-15T07:18:00,12.950769,77.625345,Koramangala 1st Block,blocked_drain,,CIT-4268
CMP-84EE75C2,Water from our tap is discolored and smells like chlorine. People in the area are falling sick.,synthetic,2026-08-05T17:07:00,12.951089,77.620859,Koramangala 4th Block,contaminated_water,,CIT-3086
CMP-C5CB5CCC,Our area's sewage system cannot handle the load during peak hours. Backflow into homes is common.,synthetic,2026-08-29T10:55:00,12.978206,77.745507,Whitefield Main Road,sewage,,CIT-7798
CMP-2CF18D17,Sewage pipe has burst near AK Colony. Raw sewage is flowing on the road. Extreme health hazard.,synthetic,2026-08-12T22:32:00,12.94472,77.627353,Koramangala 1st Block,sewage,,CIT-8894
CMP-50D1266A,Water logging on NEED Cross Road road due to broken water main. The stagnant water is becoming a breeding ground for mosquitoes.,synthetic,2026-08-28T19:14:00,12.934471,77.624032,Koramangala 4th Block,water_leakage,,CIT-7924
CMP-11E7762E,Road积水 after rain — the drainage cannot handle the flow. Water stays for hours.,synthetic,2026-08-28T06:48:00,12.936782,77.636378,Koramangala 4th Block,road_flooding,,CIT-1659
CMP-3EE025C4,The underground drain pipe has collapsed near 5th Block Park. Road has sunk and water is stagnant.,synthetic,2026-08-10T14:10:00,12.978859,77.638478,Indiranagar,blocked_drain,,CIT-4269
CMP-38B66802,"The drain on HAL 2nd Stage road is blocked with plastic waste. After every rain, the road floods.",synthetic,2026-08-20T15:39:00,12.977688,77.642397,Indiranagar,blocked_drain,,CIT-2697
CMP-49153AF0,The electric pole near AK Colony is tilted and the wires are touching the ground. Electrocution risk.,synthetic,2026-08-14T16:42:00,12.966711,77.751801,Whitefield Main Road,electrical_hazard,,CIT-8770
CMP-E7B11AE5,The stretch near 5th Block Park has at least 15 potholes in 500 meters. It's like an obstacle course.,synthetic,2026-08-14T18:54:00,12.967633,77.750845,Whitefield Main Road,pothole,,CIT-8999
CMP-709D99DE,Third floor flats get almost no water. The pressure is inadequate for upper floors.,synthetic,2026-08-21T11:53:00,12.93364,77.625822,Koramangala 1st Block,low_pressure,,CIT-8840
CMP-7BAFB3A9,The sewage drain in our area overflows every evening. Very unhygienic. Complaints to the ward office ignored.,synthetic,2026-08-17T19:07:00,12.925706,77.616107,Koramangala 1st Block,blocked_drain,,CIT-2996
CMP-93D1CB59,Garbage has not been collected for 5 days in 1st Main Road area. The bins are overflowing and it smells terrible.,synthetic,2026-08-08T18:38:00,12.915228,77.583843,Jayanagar 4th T Block,garbage,,CIT-5938
CMP-55123DE9,Terrible stench from the Old Airport Road area due to untreated sewage mixing with rainwater runoff.,synthetic,2026-08-12T19:56:00,12.933169,77.62809,Koramangala 4th Block,foul_smell,,CIT-6554
CMP-B45E3034,"Open defecation near 4th T Block Main is a daily problem. Despite having toilets, people use the open area. Very unhygienic.",synthetic,2026-08-10T08:24:00,12.928174,77.621625,Koramangala 4th Block,open_defecation,,CIT-5582
CMP-600370EC,Multiple cases of waterborne illness reported in 4th T Block Main ward. 12 people admitted to hospital last week.,synthetic,2026-08-12T21:35:00,12.970297,77.761804,Whitefield Main Road,disease_outbreak,,CIT-6419
CMP-90A4594B,Large cracks developing on 30th Cross road. The foundation seems to be shifting.,synthetic,2026-08-27T18:43:00,12.938302,77.629558,Koramangala 4th Block,road_crack,,CIT-3292
CMP-5BB6BC19,Multiple cases of waterborne illness reported in Near Jyoti Nivas College ward. 12 people admitted to hospital last week.,synthetic,2026-08-08T09:46:00,12.971841,77.642762,Indiranagar,disease_outbreak,,CIT-9779
CMP-99650CAC,Road积水 after rain — the drainage cannot handle the flow. Water stays for hours.,synthetic,2026-08-10T13:47:00,12.923161,77.597094,Jayanagar 4th T Block,road_flooding,,CIT-2646
